seed,astar_steps,astar_mean_dist,astar_max_dist,firefly_steps,firefly_mean_dist,firefly_max_dist
0,42,0.0,0.0,23,0.023916511551576775,0.046486640576137696
1,26,0.0,0.0,22,0.03201783714759999,0.04768806934291825
2,32,0.0,0.0,18,0.021250502073466435,0.04959281092683884
3,38,0.0,0.0,20,0.026529931118831885,0.0498011016232112
4,20,0.0,0.0,12,0.017065124975743983,0.0450284392615245
