seed,astar_reserved_steps,astar_reserved_mean_dist,astar_reserved_max_dist,firefly_steps,firefly_mean_dist,firefly_max_dist,astar_reserved_reserved_cells
0,220,0.20841348442755925,0.7354021529276428,220,0.05093862362381432,0.12134238780259055,177
